Date,DCM Filename,Noise Variance,Rating,ID,ROIs
2019-04-25_16:11:41,IM-0020-0029-0001.dcm,0,2,e2dd9fd2-0a3a-44c7-8115-ea05b828e5b1,[]
2019-04-25_17:02:10,IM-0039-0018-0001.dcm,0,3,921325a0-a281-494f-bfad-e237d4734eac,[]
2019-04-26_08:38:32,IM-0016-0036-0001.dcm,0,1,c0e66dab-5237-496f-9cfe-f01a00da550b,[]
2019-04-26_10:27:54,IM-0055-0012-0001.dcm,0,2,7cdc24ce-ccf6-404f-9b55-f98aed6294b3,[]
2019-04-26_11:56:22,IM-0002-0003-0001.dcm,0,2,8a74cd66-e304-4379-b5d2-6acebe729706,[]
2019-04-26_12:37:23,IM-0071-0026-0001.dcm,0,1,1cc3078e-d2d1-4f6e-93ee-118b1f382eee,[]
2019-04-26_13:27:07,IM-0026-0032-0001.dcm,0,1,e8a9e03f-bf40-4bca-a37a-fb46507ecfa2,[]
2019-04-26_14:56:28,IM-0019-0003-0001.dcm,0,2,0ae6ee64-823d-4e95-b967-785db06abcc4,[]
2019-04-26_15:59:46,IM-0051-0009-0001.dcm,0,2,819be44b-5472-47e7-9fc8-80489088bca2,[]
2019-04-26_16:10:31,IM-0033-0028-0001.dcm,0,2,b5db2185-606e-467b-b3f2-9757419c1d48,[]
2019-04-26_16:58:23,IM-0050-0008-0001.dcm,0,2,783fbed8-4cd4-4977-aa5b-299be4d095d5,[]
2019-04-29_07:19:29,IM-0054-0019-0001.dcm,0,2,89ea7435-e038-4cfb-b46c-d01fa09739d8,[]
2019-04-29_09:56:23,IM-0016-0003-0001.dcm,0,2,29105bf4-25b0-4eaa-839a-64f30c103edb,[]
2019-04-29_11:33:59,IM-0021-0027-0001.dcm,0,2,7fff10aa-0313-4142-bad5-43d521f3407f,[]
2019-04-29_12:49:21,IM-0063-0004-0001.dcm,0,2,0aea4eeb-4ed2-42ac-9aad-495686497d63,[]
2019-04-29_13:25:27,IM-0003-0006-0001.dcm,0,1,a3809f1f-234e-4c16-9ebe-bfe5eef99ceb,[]
2019-04-29_14:19:33,IM-0064-0013-0001.dcm,0,2,23f16c9b-303e-426d-97db-2ec47244e410,[]
2019-04-29_14:38:19,IM-0066-0017-0001.dcm,0,2,527f6fe3-a07c-4823-94a6-b9b3348f07c9,[]
2019-04-29_15:42:07,IM-0004-0029-0001.dcm,0,1,33656def-8461-4c31-aa28-e04f5e189a2c,[]
2019-05-01_08:20:53,IM-0041-0003-0001.dcm,0,2,ee0087c6-e8a8-4f10-8e2a-40a3ac4f728a,[]
2019-05-01_09:56:08,IM-0007-0034-0001.dcm,0,2,fb98153e-50e6-4231-bc1c-2fb95f041693,[]
2019-05-01_11:30:25,IM-0019-0032-0001.dcm,0,2,a429bc4e-05d0-4476-a60e-7c5085cad80c,[]
2019-05-01_12:58:01,IM-0003-0010-0001.dcm,0,101,a98b89af-a29c-4aad-8035-9311a82e6f11,[]
2019-05-01_13:52:09,IM-0036-0007-0001.dcm,0,2,ca4160de-f488-4fd9-81a3-768140bf2b19,[]
2019-05-01_15:18:52,IM-0067-0019-0001.dcm,0,1,129d0d39-67cf-4acf-9581-f98b273d5288,[]
2019-05-02_08:31:48,IM-0019-0004-0001.dcm,0,1,0eca6bec-323d-429c-b895-39df710e26f2,[]
2019-05-02_09:01:56,IM-0026-0015-0001.dcm,0,2,f005335a-56d4-4b76-820c-d641ef04215d,[]
2019-05-02_10:54:43,IM-0036-0008-0001.dcm,0,2,ca5339a6-d22a-4e26-aa4c-8ddfc33a4b35,[]
2019-05-02_18:36:55,IM-0020-0029-0001.dcm,0,2,21140ed9-5954-464f-9bc5-54c5d6099797,[]
2019-05-06_07:23:20,IM-0019-0024-0001.dcm,0,2,34524a28-c2c7-4676-a08a-6088180d0ef1,[]
2019-05-06_10:47:30,IM-0022-0017-0001.dcm,0,2,884c4f1a-bf88-4765-84be-50fe9062aa47,[]
2019-05-06_13:35:59,IM-0055-0013-0001.dcm,0,101,83bb3b3b-4501-4383-bb65-910d7fc74907,[]
2019-05-06_15:16:37,IM-0018-0021-0001.dcm,0,2,ecf0a67e-d57a-471a-85e5-cba97a16ec61,[]
2019-05-06_15:16:42,IM-0018-0021-0001.dcm,0,2,ecf0a67e-d57a-471a-85e5-cba97a16ec61,[]
2019-05-07_07:07:29,IM-0053-0009-0001.dcm,0,1,7f78ea4a-7f5a-4ead-9d65-2e21049185b7,[]
2019-05-07_08:36:27,IM-0015-0013-0001.dcm,0,101,a672ab11-b219-489f-a22e-6cd41a9140dc,[]
2019-05-07_10:05:05,IM-0039-0007-0001.dcm,0,1,a3cb63cf-9050-42c9-a08e-765e523538d2,[]
2019-05-07_11:03:48,IM-0032-0014-0001.dcm,0,1,3ec27aa6-680c-4f96-b85c-4347ddd3ba2f,[]
2019-05-07_11:28:50,IM-0042-0021-0001.dcm,0,1,307e7b4f-01fb-43f5-917f-b9aedd5b69e6,[]
2019-05-07_12:48:59,IM-0026-0025-0001.dcm,0,3,d0ee4b88-49da-45bf-b778-e34b01d2efdd,[]
2019-05-07_13:29:56,IM-0014-0027-0001.dcm,0,1,9b889eec-592e-4fd3-8a76-2380abb27ce2,[]
2019-05-07_14:52:28,IM-0016-0019-0001.dcm,0,3,a28427a6-8e64-492b-ab8b-84c359c1289a,[]
2019-05-07_15:05:34,IM-0033-0004-0001.dcm,0,2,c11bf5b0-8978-4d17-8b4e-78d534620454,[]
2019-05-07_15:43:44,IM-0004-0006-0001.dcm,0,1,dd794356-6013-4372-a61f-5664f003f087,[]
2019-05-08_08:34:26,IM-0046-0003-0001.dcm,0,1,c87f27a1-0a60-4208-b0e0-dd5b36b46754,[]
2019-05-08_09:34:46,IM-0017-0005-0001.dcm,0,3,a4d38c7a-d6bf-484a-acae-0f054ffcaa1d,[]
2019-05-08_10:55:53,IM-0047-0026-0001.dcm,0,3,95d953e6-a53c-49f9-83f9-3453e85a08fc,[]
2019-05-08_11:15:06,IM-0067-0004-0001.dcm,0,3,d03cea2b-87f2-4d1e-8cf4-2d2698fa4613,[]
2019-05-08_12:06:31,IM-0071-0027-0001.dcm,0,2,a8ba17d2-8558-41c8-b2d3-6d64ea002874,[]
2019-05-08_12:44:33,IM-0067-0006-0001.dcm,0,101,91e33448-fcc5-4203-93d4-e616e89ce274,[]
2019-05-08_12:57:58,IM-0045-0022-0001.dcm,0,101,6a1e277b-e54a-4e23-a608-e79f5d48cb37,[]
2019-05-08_13:47:13,IM-0059-0001-0001.dcm,0,3,73912147-54a8-41b1-8f9a-4540e1dbe1da,[]
2019-05-08_15:18:48,IM-0051-0034-0001.dcm,0,2,497ddb92-b166-4396-a3c7-799d1891d4e7,[]
2019-05-08_16:58:01,IM-0069-0006-0001.dcm,0,2,99de62e2-9454-428d-98e8-b69a099b3de7,[]
2019-05-09_10:43:38,IM-0027-0006-0001.dcm,0,1,7dbcd777-3b95-46b9-8364-c76c40a27a6e,[]
2019-05-09_11:38:21,IM-0060-0002-0001.dcm,0,2,ff267808-f3d0-4dea-b895-ed2b1e357fc9,[]
2019-05-09_13:07:42,IM-0063-0014-0001.dcm,0,2,38f2063f-f553-43fd-955c-8bdc2e49288f,[]
2019-05-09_13:54:49,IM-0060-0019-0001.dcm,0,3,0ba2199d-1e45-4dfd-9c43-d6f5422efcee,[]
2019-05-09_15:24:33,IM-0020-0007-0001.dcm,0,2,86495306-2cc0-4f64-b7f1-a5683d153524,[]
2019-05-09_16:07:51,IM-0066-0017-0001.dcm,0,2,6195a38e-5279-4016-8f62-5fce07fd14d4,[]
2019-05-10_08:57:00,IM-0051-0025-0001.dcm,0,2,42c6b97e-ebd3-4a5a-aa4c-5d90f938deb7,[]
2019-05-10_10:52:43,IM-0043-0006-0001.dcm,0,1,01891d30-b723-463f-a91f-024c4cb6e497,[]
2019-05-10_11:43:51,IM-0060-0029-0001.dcm,0,1,b06c04ed-1937-4a96-bb34-9b11613c15ed,[]
2019-05-10_13:57:28,IM-0003-0031-0001.dcm,0,101,b04826e2-8d89-4f9a-baa2-506e97835603,[]
2019-05-10_15:05:37,IM-0069-0001-0001.dcm,0,2,9ab84e12-741d-46cd-ac0a-1b89757c2a6f,[]
2019-05-10_15:35:51,IM-0049-0018-0001.dcm,0,2,3b85fd64-3bb3-43c6-ab64-e1459fe04652,[]
2019-05-10_15:50:59,IM-0037-0025-0001.dcm,0,1,55a6018d-26ec-4e4f-b518-06241c43d507,[]
2019-05-10_17:30:12,IM-0019-0033-0001.dcm,0,1,75816568-0816-4453-8b21-d5be33ba9d9c,[]
2019-05-13_10:18:52,IM-0022-0006-0001.dcm,0,1,a8f463dd-e268-4e3c-8af6-b40efc7cb5dc,[]
2019-05-13_10:48:29,IM-0058-0011-0001.dcm,0,1,da29501c-d588-428f-89d9-ac8c4c36a0c4,[]
2019-05-13_11:59:30,IM-0019-0015-0001.dcm,0,2,35d40ae3-a710-4e6a-8180-1b9f61955442,[]
2019-05-13_12:30:12,IM-0057-0026-0001.dcm,0,1,34b92941-9e3f-4d0c-b624-0ffe6228ec0a,[]
2019-05-13_13:11:53,IM-0045-0002-0001.dcm,0,1,3751e593-a893-4aed-8838-0f06095d6d52,[]
2019-05-13_14:39:23,IM-0070-0022-0001.dcm,0,101,b23eed82-b621-464e-a04b-1609fd43b105,[]
2019-05-13_15:31:11,IM-0019-0015-0001.dcm,0,2,db27498e-c9a8-49b9-8759-9a09c9717029,[]
2019-05-13_15:31:13,IM-0019-0015-0001.dcm,0,101,db27498e-c9a8-49b9-8759-9a09c9717029,[]
2019-05-13_16:47:07,IM-0054-0029-0001.dcm,0,2,f7c8443d-4ef3-4cee-9464-1d93409e60a8,[]
2019-05-14_10:42:22,IM-0044-0021-0001.dcm,0,2,67a818e1-915f-4110-9c49-fbeba937367a,[]
2019-05-14_12:49:51,IM-0006-0024-0001.dcm,0,2,381b8ec1-f3d9-4d4f-8f7c-fbb4ddeeacea,[]
2019-05-14_14:26:00,IM-0004-0004-0001.dcm,0,1,a424bc34-75f4-4f02-be8b-44446d418332,[]
2019-05-14_14:58:35,IM-0065-0031-0001.dcm,0,2,1da728f3-05ac-444c-9361-a5fc526ea804,[]
2019-05-15_07:14:44,IM-0001-0001-0001.dcm,0,101,4e0a9e8c-6098-43d9-ae7a-44af36612fe9,[]
2019-05-15_08:40:35,IM-0001-0021-0001.dcm,0,101,5ba5e849-15c7-4cb4-a73f-1a5a678a8cde,[]
2019-05-15_09:54:22,IM-0008-0017-0001.dcm,0,3,071be6a8-a8f1-4da1-b616-8c97936d51a0,[]
2019-05-15_12:06:46,IM-0008-0006-0001.dcm,0,3,e83242f6-1da1-4af3-a47f-2f9591bd412a,[]
2019-05-15_12:51:16,IM-0019-0001-0001.dcm,0,3,25e45110-975a-4144-93a4-738dd8b44a41,[]
2019-05-15_13:42:07,IM-0057-0018-0001.dcm,0,101,0cce448c-7ede-46fd-819c-75dc637f29d6,[]
2019-05-16_08:27:26,IM-0020-0004-0001.dcm,0,2,44c0ded9-3ac3-4c7e-8365-6ba6bb188751,[]
2019-05-16_10:00:09,IM-0012-0025-0001.dcm,0,1,0b812e9b-e6b8-4f54-8c59-ae21d80390df,[]
2019-05-16_11:30:30,IM-0049-0010-0001.dcm,0,2,5db5d5ae-a8b6-4d11-81e7-ef58521bbb40,[]
2019-05-16_12:34:23,IM-0015-0004-0001.dcm,0,2,9105f183-50f4-4f5d-9b08-04f5e8704f23,[]
2019-05-16_14:22:54,IM-0037-0010-0001.dcm,0,1,717711c1-283a-4fe6-bc5f-de6fd18b76b1,[]
2019-05-16_18:01:18,IM-0045-0001-0001.dcm,0,1,291c3c51-d7bd-486c-b0f6-28d2818644ee,[]
2019-05-16_18:58:08,IM-0003-0021-0001.dcm,0,2,5e7a7607-ee70-44d1-9ba4-d9733748fc6a,[]
2019-05-16_20:03:38,IM-0029-0028-0001.dcm,0,3,486ca0ff-c9b1-4358-9ddf-2b6741bd5429,[]
2019-05-17_08:50:26,IM-0008-0026-0001.dcm,0,3,cfa1ad7d-a8a3-446a-8874-861fb48052f3,[]
2019-05-17_10:19:32,IM-0044-0024-0001.dcm,0,3,27af9bac-5d2c-4d56-921b-f27c33b8053a,[]
2019-05-17_12:04:21,IM-0051-0023-0001.dcm,0,2,fb2bbfd6-6a28-4a2a-a0c7-a17408f75516,[]
2019-05-17_12:50:23,IM-0047-0012-0001.dcm,0,2,7fc1261a-c4ce-4a45-b60a-42d5d7296079,[]
2019-05-17_13:56:41,IM-0052-0023-0001.dcm,0,2,7883df94-f577-46b2-9670-42cb1f60139e,[]
2019-05-17_14:33:59,IM-0028-0003-0001.dcm,0,2,46b50333-8233-4857-891e-b9e1c8a8d048,[]
2019-05-17_15:43:18,IM-0040-0023-0001.dcm,0,2,10e50912-e16e-44d6-87e1-05c193bbe00e,[]
2019-05-19_15:28:18,IM-0044-0015-0001.dcm,0,3,d283ed85-e5bf-4af5-a393-2ef8b9a02aa8,[]
2019-05-20_07:40:38,IM-0068-0001-0001.dcm,0,1,685f0bfd-7a12-40ad-827a-6993c73a800c,[]
2019-05-20_09:29:22,IM-0008-0013-0001.dcm,0,2,d5a4e7be-3585-4b51-a2c6-60a70e972d9b,[]
2019-05-20_11:13:26,IM-0070-0003-0001.dcm,0,2,f86112b8-afa5-4009-bc68-e78667efe066,[]
2019-05-20_12:19:00,IM-0052-0029-0001.dcm,0,1,ef3db06b-3150-41d9-a0a0-8743c613702a,[]
2019-05-20_13:27:54,IM-0039-0034-0001.dcm,0,2,28992e54-ea7b-43da-960f-55b210cbdd26,[]
2019-05-20_13:44:45,IM-0055-0003-0001.dcm,0,2,39caa510-25c6-43ab-96e7-36ba3bca62ce,[]
2019-05-20_14:10:07,IM-0035-0025-0001.dcm,0,1,b56a45e3-12ed-4cfb-b468-1684d1aeef75,[]
2019-05-20_15:08:50,IM-0003-0013-0001.dcm,0,2,13d7910e-e03b-4082-9453-839b6bf98698,[]
2019-05-21_07:07:28,IM-0022-0030-0001.dcm,0,2,f7e71a41-fb64-44e8-9c93-b50876070f8d,[]
2019-05-21_07:25:26,IM-0038-0025-0001.dcm,0,2,a6a97b9f-454e-4a12-ade3-99ad569de76f,[]
2019-05-21_08:04:22,IM-0016-0007-0001.dcm,0,2,63c84133-2540-4d3e-8172-410da740c4ce,[]
2019-05-21_08:14:22,IM-0023-0015-0001.dcm,0,2,137cc91f-1413-4f78-ba2a-168f3bbdf433,[]
2019-05-21_08:27:35,IM-0002-0009-0001.dcm,0,1,aa267d69-20ff-4708-a885-454cb1d010d7,[]
2019-05-21_09:35:33,IM-0035-0006-0001.dcm,0,2,53873b08-6dc0-4b38-9925-87f252b0fac5,[]
2019-05-21_10:03:28,IM-0007-0007-0001.dcm,0,2,20dac469-4c40-46a7-880c-83c91a6df6e5,[]
2019-05-21_10:35:54,IM-0009-0025-0001.dcm,0,1,374ea495-6d80-4ae5-af49-f49babc7a388,[]
2019-05-21_12:02:13,IM-0070-0031-0001.dcm,0,2,c5c3a3ae-8725-4b90-9d8d-044edd5cd692,[]
2019-05-21_13:03:55,IM-0036-0023-0001.dcm,0,2,34ead90f-cd09-41b7-b95e-ce3febc8f9fb,[]
2019-05-21_13:27:57,IM-0065-0024-0001.dcm,0,2,13e7dbbd-b0d5-4457-934a-802b7c4b65af,[]
2019-05-21_13:49:16,IM-0044-0024-0001.dcm,0,2,fb27f400-a68b-4da8-b0d1-c66462b585fe,[]
2019-05-21_15:07:32,IM-0032-0003-0001.dcm,0,1,fb7ea0cd-b0f9-45e1-86f7-268317bd3cb3,[]
2019-05-22_07:31:06,IM-0043-0010-0001.dcm,0,2,9ab52991-32f3-4e70-8334-27b922e8fafd,[]
2019-05-22_09:45:18,IM-0069-0007-0001.dcm,0,1,f202f7e1-d5a7-4502-b2b1-09687ff44f9f,[]
2019-05-22_10:01:52,IM-0032-0003-0001.dcm,0,2,5e19880c-edef-46a4-a933-c9dca97772df,[]
2019-05-22_11:20:50,IM-0052-0013-0001.dcm,0,2,77d63e58-14ca-4e69-878b-cfa969566985,[]
2019-05-22_13:21:48,IM-0049-0015-0001.dcm,0,2,5d9deeb5-9257-4896-92bd-129c8fcd79e0,[]
2019-05-22_14:34:09,IM-0014-0007-0001.dcm,0,2,ec5cd3da-6d95-4e83-8856-a1e783af9405,[]
2019-05-23_07:13:35,IM-0024-0008-0001.dcm,0,3,fd5b5026-8e79-4dc0-8c8c-eefec9d9ba22,[]
2019-05-23_09:17:22,IM-0032-0025-0001.dcm,0,3,0a14f618-9b9f-4d03-8277-88f2793ef2d4,[]
2019-05-23_09:30:32,IM-0021-0025-0001.dcm,0,2,1879d82a-6d11-4f2d-939e-d7dfb92b2892,[]
2019-05-23_09:59:02,IM-0065-0004-0001.dcm,0,1,9f76fc0f-1990-421b-b065-bc9ebbda48d7,[]
2019-05-23_11:23:09,IM-0012-0018-0001.dcm,0,2,c2819f40-060e-4329-a3f4-b131a7e4c564,[]
2019-05-23_12:15:17,IM-0023-0019-0001.dcm,0,1,7030d7a5-5982-41ef-9c9a-b3e4030ece9c,[]
2019-05-23_17:50:03,IM-0020-0005-0001.dcm,0,2,d2b7de46-2c38-4cc2-9e64-38e5d7bb9ddd,[]
2019-05-23_17:56:54,IM-0056-0015-0001.dcm,0,1,27b7f409-b5a8-455f-a8cd-62cb0fba9774,[]
2019-05-24_07:12:33,IM-0020-0024-0001.dcm,0,2,a07c044c-dd11-41fb-b330-8d21310e181d,[]
2019-05-24_08:37:36,IM-0065-0031-0001.dcm,0,2,6f59df13-f15e-4835-ad0c-10825e00134e,[]
2019-05-24_09:43:45,IM-0035-0019-0001.dcm,0,1,c59f456b-b6b5-4c0e-807c-414d55c6efe7,[]
2019-05-24_10:41:17,IM-0016-0020-0001.dcm,0,3,2fd3c9ed-49c2-4f05-8a7c-d522394d1a16,[]
2019-05-24_12:01:52,IM-0019-0034-0001.dcm,0,2,fcc91e4d-4e91-4d3e-bc21-b5916493a48d,[]
2019-05-24_13:07:52,IM-0047-0006-0001.dcm,0,3,2687c809-a509-4198-9f48-cd03aca29b50,[]
2019-05-24_16:19:11,IM-0001-0013-0001.dcm,0,2,95ed14c4-41f5-41a7-8cfc-53c70209db47,[]
2019-05-28_07:12:45,IM-0055-0011-0001.dcm,0,2,7437c1cf-87ba-4fad-bc6b-ea58e2425852,[]
2019-05-28_07:33:27,IM-0013-0023-0001.dcm,0,2,d33d236a-308e-4935-82a5-134599a6a513,[]
2019-05-28_10:59:54,IM-0062-0001-0001.dcm,0,2,604f8708-cb70-43ca-bb6f-8d3f7b9c0d2d,[]
2019-05-28_12:10:10,IM-0001-0014-0001.dcm,0,1,0c6d8cc9-a04b-46dd-b397-ea1106d1488b,[]
2019-05-28_15:21:43,IM-0022-0015-0001.dcm,0,2,4de91006-c151-48f8-9229-b136dc32ee2c,[]
2019-05-28_18:49:29,IM-0029-0006-0001.dcm,0,101,1d6d34fe-20de-49b1-885b-95a600233a88,[]
2019-05-29_07:21:43,IM-0031-0016-0001.dcm,0,101,00bb936a-14e2-4d50-ace9-cb8205496ac1,[]
2019-05-29_08:50:24,IM-0007-0007-0001.dcm,0,101,3fc23b63-84ba-4a87-9d2b-f910b802002d,[]
2019-05-29_12:31:32,IM-0017-0015-0001.dcm,0,101,e55834d3-eb50-4f7f-9326-e7d981027a5d,[]
2019-05-29_14:58:15,IM-0040-0023-0001.dcm,0,2,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:17,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:19,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:21,IM-0040-0023-0001.dcm,0,2,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:24,IM-0040-0023-0001.dcm,0,2,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:25,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:35,IM-0040-0023-0001.dcm,0,2,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:36,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:37,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:39,IM-0040-0023-0001.dcm,0,1,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:44,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:50,IM-0040-0023-0001.dcm,0,101,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:58:52,IM-0040-0023-0001.dcm,0,1,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:59:00,IM-0040-0023-0001.dcm,0,2,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_14:59:29,IM-0040-0023-0001.dcm,0,3,1e7e4ef9-dd4e-4f03-abc7-ff713d17b15c,[]
2019-05-29_16:59:05,IM-0014-0030-0001.dcm,0,1,18ee8bb4-03a7-4677-8558-935f2d822482,[]
2019-05-29_17:38:38,IM-0061-0019-0001.dcm,0,1,09713e35-c316-4c2d-96b0-78a5ab453a52,[]
2019-05-29_17:49:49,IM-0004-0016-0001.dcm,0,1,66a560a7-5947-4557-95d5-eec51b5f8265,[]
2019-05-29_18:33:40,IM-0016-0005-0001.dcm,0,2,e4189b96-41f1-4942-99e2-62ccda129950,[]
2019-05-30_09:22:19,IM-0008-0009-0001.dcm,0,2,5a829c92-be8e-4b1b-bd97-01d6da46b2ca,[]
2019-05-30_11:34:06,IM-0046-0005-0001.dcm,0,2,3bf1bc75-a31b-4c5e-a1ad-0298fdab51cf,[]
2019-05-30_12:31:27,IM-0057-0011-0001.dcm,0,1,6735e0a8-7744-4724-837a-593f5133e889,[]
2019-05-30_13:51:50,IM-0035-0032-0001.dcm,0,1,4cbb702c-c1e6-40df-8c81-825eadef1e7e,[]
2019-05-30_17:12:47,IM-0016-0020-0001.dcm,0,3,475ca176-c4ce-4ec1-bf14-d849e8a36f74,[]
2019-05-31_07:19:39,IM-0027-0018-0001.dcm,0,2,5127510b-6bb9-477d-9968-91a68942a2b5,[]
2019-05-31_10:29:32,IM-0061-0008-0001.dcm,0,1,c39b8a8f-f7b6-4639-8a11-3e791b4749a2,[]
2019-05-31_13:26:00,IM-0040-0025-0001.dcm,0,1,1cc4acad-a6e2-4053-be31-ecca056a5de3,[]
2019-05-31_14:35:26,IM-0036-0006-0001.dcm,0,2,07d934ed-59a1-487b-920d-2fa010b97f9b,[]
2019-05-31_16:31:20,IM-0071-0023-0001.dcm,0,2,87f538cd-8c22-4f20-ac2b-c410d04ecb10,[]
2019-06-03_09:37:09,IM-0030-0015-0001.dcm,0,2,5ed304dd-ada9-4eea-b988-d4325ce92d06,[]
2019-06-03_12:28:33,IM-0056-0003-0001.dcm,0,1,ce693682-c944-4c46-a55b-a0e19b1b51be,[]
2019-06-03_13:12:26,IM-0046-0019-0001.dcm,0,1,bbb68583-e1a0-4861-a6bc-45bd8c065d1d,[]
2019-06-03_13:36:39,IM-0041-0023-0001.dcm,0,2,746f392f-a4f9-494c-b6cd-4a99204177cd,[]
2019-06-03_21:06:33,IM-0061-0017-0001.dcm,0,101,f655ccd2-ed96-4579-a9c0-c10215edb297,[]
2019-06-04_07:37:40,IM-0061-0025-0001.dcm,0,2,aa281b2f-3101-4e7f-a524-12e768293ea5,[]
2019-06-04_09:13:09,IM-0002-0019-0001.dcm,0,2,2c52346d-2dd0-4e45-9f9e-bd8601bae588,[]
2019-06-04_10:17:12,IM-0018-0009-0001.dcm,0,2,7827162a-0b45-4cc1-9f7e-bcef160afff4,[]
2019-06-04_11:49:33,IM-0029-0013-0001.dcm,0,2,b470f9a6-db51-4334-bb86-8a7fe8b8be2c,[]
2019-06-04_12:29:34,IM-0001-0018-0001.dcm,0,2,1b6ff865-4cc0-4257-b901-0d3ecaf712a9,[]
2019-06-04_13:49:36,IM-0035-0027-0001.dcm,0,2,2a6109f6-7381-4d17-8290-e5e16ad25d8a,[]
2019-06-04_15:45:04,IM-0022-0018-0001.dcm,0,2,1ecdc8ff-f88b-4819-ac06-34206bdc9c4f,[]
2019-06-04_17:16:31,IM-0051-0017-0001.dcm,0,2,8c0a213c-d532-4b27-b63d-5ec856a0f409,[]
2019-06-05_08:37:32,IM-0022-0016-0001.dcm,0,101,69e90742-104e-4163-a6d4-8b291f859349,[]
2019-06-05_11:05:00,IM-0044-0009-0001.dcm,0,1,3df5ec0a-c945-47a7-98b9-80e097c0dfea,[]
2019-06-05_13:06:11,IM-0016-0010-0001.dcm,0,1,e137e810-3668-4efb-b9ca-7e9d7e33d75a,[]
